listing_id,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,,,,,,,,,,,
24006254,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Childrenu2019s dinnerware"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Shower gel"""," ""Hair dryer"""," ""Cooking basics"""," ""Table corner guards"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Baby safety gates"""," ""Outlet covers"""," ""Smoke alarm"""," ""Air conditioning"""," ""Baby bath"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""Changing table"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,
2271028,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Single level home"""," ""Essentials"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031886,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,
33150170,"[Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13816868,"[Dishwasher"""," ""Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""High chair"""," ""Freezer"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Oven"""," ""Elevator"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,
22449592,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
16387067,"[Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Host greets you"""," ""Childrenu2019s dinnerware"""," ""Bathtub"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13667003,"[Free street parking"""," ""Dishes and silverware"""," ""Elevator"""," ""Washer"""," ""TV"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Cooking basics"""," ""Wifi"""," ""Patio or balcony"""," ""Long term stays allowed"""," ""Air conditioning"""," ""First aid kit"""," ""Hangers"""," ""Iron"""," ""Kitchen"""," ""Refrigerator"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21537729,"[Paid parking garage on premises u2013 10 spaces"""," ""Body soap"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Ethernet connection"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Table corner guards"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Pocket wifi"""," ""Garden or backyard"""," ""Crib"""," ""Laundromat nearby"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Outlet covers"""," ""Baby safety gates"""," ""Smoke alarm"""," ""Air conditioning"""," ""Baby bath"""," ""Baby monitor"""," ""Hot water"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Nespresso machine"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Single level home"""," ""Conditioner"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,
24326556,"[Shampoo"""," ""TV"""," ""Wifi"""," ""Essentials"""," ""Hair dryer"""," ""Air conditioning"""," ""Long term stays allowed"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851292,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Essentials"""," ""First aid kit""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606,"[Dishwasher"""," ""Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,
7107395,"[Paid parking off premises"""," ""Cleaning before checkout"""," ""Elevator"""," ""Shampoo"""," ""Washer"""," ""TV"""," ""Dedicated workspace"""," ""Host greets you"""," ""Long term stays allowed"""," ""Hangers"""," ""Essentials"""," ""Hair dryer"""," ""Wifi"""," ""Air conditioning"""," ""Hot water"""," ""Iron"""," ""Bed linens"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19169098,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Bathroom essentials"""," ""Elevator"""," ""Dryer"""," ""Bedroom comforts"""," ""Washer"""," ""Self check-in"""," ""TV"""," ""Fire extinguisher"""," ""Wifi"""," ""Full kitchen"""," ""Hair dryer"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Free street parking"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963119,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Bathtub"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,
20796228,"[Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,
28960047,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""Indoor fireplace"""," ""TV"""," ""Patio or balcony"""," ""Outlet covers"""," ""Smoke alarm"""," ""Air conditioning"""," ""Baby monitor"""," ""Hot water"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,
12215802,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,
18038890,"[Pack u2019n Play/travel crib"""," ""Dishes and silverware"""," ""Shampoo"""," ""Washer"""," ""TV"""," ""Private entrance"""," ""Cooking basics"""," ""Long term stays allowed"""," ""Hangers"""," ""Essentials"""," ""Hair dryer"""," ""Wifi"""," ""Air conditioning"""," ""First aid kit"""," ""Hot water"""," ""Iron"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30252429,"[Lockbox"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Shower gel"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11178735,"[Dishwasher"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Essentials"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229649,"[Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Host greets you"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28952686,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Smart lock"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Cleaning before checkout"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,
1003392,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Paid parking on premises""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226300,"[Body soap"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Shower gel"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Pocket wifi"""," ""Garden or backyard"""," ""Crib"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Dryer"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,
11241825,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Pocket wifi"""," ""Heating"""," ""Crib"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Oven"""," ""Elevator"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,
693641,"[Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Crib"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free parking on premises"""," ""Oven"""," ""Shampoo"""," ""BBQ grill"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,
18057545,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Extra pillows and blankets"""," ""Oven"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13195556,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
657412,"[Fire extinguisher"""," ""Hangers"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25347604,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""Crib"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,
3488974,"[Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Garden or backyard"""," ""TV"""," ""Smoke alarm"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364992,"[Hot water"""," ""Elevator"""," ""Shampoo"""," ""Washer"""," ""TV"""," ""Host greets you"""," ""Fire extinguisher"""," ""Long term stays allowed"""," ""Wifi"""," ""Essentials"""," ""Hair dryer"""," ""First aid kit"""," ""Hangers"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21499265,"[Paid parking off premises"""," ""Bathroom essentials"""," ""Elevator"""," ""Dryer"""," ""Bedroom comforts"""," ""Washer"""," ""Iron"""," ""TV"""," ""Fire extinguisher"""," ""Wifi"""," ""Full kitchen"""," ""Hair dryer"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Room-darkening shades"""," ""Carbon monoxide alarm"""," ""Free street parking"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23483888,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Smart lock"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,
31307874,"[Dishes and silverware"""," ""Oven"""," ""Shampoo"""," ""Washer"""," ""TV"""," ""Dedicated workspace"""," ""Private entrance"""," ""Long term stays allowed"""," ""Hangers"""," ""Essentials"""," ""Hair dryer"""," ""Wifi"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Iron"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34671104,"[Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Shower gel"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Laundromat nearby"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Baby monitor"""," ""Hot water"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Free street parking"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""Changing table"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
23417071,"[Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""High chair"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891294,"[Paid parking off premises"""," ""Dedicated workspace"""," ""Hangers"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
