listing_id,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,,,,,,,,,,,
914466,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Elevator"""," ""Shampoo"""," ""Washer"""," ""Dedicated workspace"""," ""Host greets you"""," ""Long term stays allowed"""," ""Hangers"""," ""Essentials"""," ""Hair dryer"""," ""Wifi"""," ""Air conditioning"""," ""Hot water"""," ""Iron"""," ""Kitchen"""," ""Free street parking"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488191,"[Pack u2019n Play/travel crib"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Shower gel"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002897,"[Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Paid parking on premises""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085585,"[Dishwasher"""," ""Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,
3374177,"[Paid parking off premises"""," ""Body soap"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Shower gel"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Crib"""," ""Baking sheet"""," ""High chair"""," ""Freezer"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,
859693,"[Paid parking off premises"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Patio or balcony"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Essentials"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108834,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Building staff"""," ""Refrigerator"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244290,"[Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Cable TV"""," ""Oven"""," ""Essentials"""," ""Paid parking on premises""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23921311,"[Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""Indoor fireplace"""," ""Fireplace guards"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Extra pillows and blankets"""," ""Dryer"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,
53265,"[Washer"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Long term stays allowed"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682553,"[Dishwasher"""," ""Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""EV charger"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Ethernet connection"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Host greets you"""," ""Babysitter recommendations"""," ""Table corner guards"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""Fireplace guards"""," ""TV"""," ""Patio or balcony"""," ""Outlet covers"""," ""Baby safety gates"""," ""Smoke alarm"""," ""Air conditioning"""," ""Baby bath"""," ""Baby monitor"""," ""Hot water"""," ""Game console"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Oven"""," ""Beach essentials"""," ""Elevator"""," ""BBQ grill"""," ""Essentials"""," ""Changing table"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]"""
17157280,"[Dishwasher"""," ""Washer"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,
25397489,"[Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Host greets you"""," ""Babysitter recommendations"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,
14572316,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Lockbox"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Essentials"""," ""First aid kit""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13663339,"[Dishwasher"""," ""Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21807920,"[Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Oven"""," ""Shampoo"""," ""Elevator"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,
259075,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,
22243758,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Self check-in"""," ""Fire extinguisher"""," ""Iron"""," ""Wifi"""," ""Hair dryer"""," ""Heating"""," ""High chair"""," ""TV"""," ""Full kitchen"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Game console"""," ""Free street parking"""," ""Bathroom essentials"""," ""Dryer"""," ""Carbon monoxide alarm"""," ""Room-darkening shades"""," ""Bedroom comforts""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324446,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Ethernet connection"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Pocket wifi"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Dryer"""," ""Shampoo"""," ""Elevator"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,
1084634,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Ski-in/Ski-out"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,
906915,"[Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35084917,"[Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Indoor fireplace"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510816,"[Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11558320,"[Paid parking off premises"""," ""Washer"""," ""Fire extinguisher"""," ""Iron"""," ""Pets allowed"""," ""Childrenu2019s dinnerware"""," ""Bathtub"""," ""Wifi"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Full kitchen"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Free street parking"""," ""Bathroom essentials"""," ""Elevator"""," ""Carbon monoxide alarm"""," ""Room-darkening shades"""," ""Bedroom comforts""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251734,"[Pack u2019n Play/travel crib"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,
771363,"[Dishes and silverware"""," ""Oven"""," ""Luggage dropoff allowed"""," ""TV"""," ""Long term stays allowed"""," ""Fire extinguisher"""," ""Cooking basics"""," ""Hangers"""," ""Essentials"""," ""Hair dryer"""," ""Wifi"""," ""Air conditioning"""," ""First aid kit"""," ""Stove"""," ""Hot water"""," ""Iron"""," ""Bed linens"""," ""Kitchen"""," ""Refrigerator"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17742762,"[Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Stove"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,
15494676,"[Dishwasher"""," ""Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Self check-in"""," ""Fire extinguisher"""," ""Iron"""," ""Wifi"""," ""Hair dryer"""," ""Heating"""," ""High chair"""," ""TV"""," ""Full kitchen"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Free street parking"""," ""Bathroom essentials"""," ""Carbon monoxide alarm"""," ""Room-darkening shades"""," ""Bedroom comforts""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30289663,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17146247,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,
6856600,"[Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Cleaning before checkout"""," ""Crib"""," ""TV"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14310562,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Stove"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21004903,"[Cooking basics"""," ""Hangers"""," ""Patio or balcony"""," ""Stove"""," ""Bathtub"""," ""Extra pillows and blankets"""," ""Iron"""," ""Bed linens"""," ""Wifi"""," ""First aid kit"""," ""Dedicated workspace"""," ""Single level home"""," ""Shampoo"""," ""Hot water"""," ""Dishes and silverware"""," ""Essentials"""," ""Kitchen"""," ""Refrigerator"""," ""Coffee maker"""," ""Microwave"""," ""Hair dryer"""," ""Air conditioning"""," ""Babysitter recommendations"""," ""Heating"""," ""TV"""," ""Free street parking"""," ""Host greets you"""," ""Long term stays allowed"""," ""Elevator""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14837631,"[Pack u2019n Play/travel crib"""," ""Dishes and silverware"""," ""Shampoo"""," ""Washer"""," ""TV"""," ""Window guards"""," ""Host greets you"""," ""Long term stays allowed"""," ""Hangers"""," ""Essentials"""," ""Hair dryer"""," ""Wifi"""," ""Air conditioning"""," ""Hot water"""," ""Iron"""," ""Kitchen"""," ""Free street parking"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308167,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Cable TV"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11914354,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333511,"[Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Host greets you"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17616329,"[Pack u2019n Play/travel crib"""," ""Free street parking"""," ""Bathroom essentials"""," ""Elevator"""," ""Bedroom comforts"""," ""Washer"""," ""TV"""," ""Wifi"""," ""Full kitchen"""," ""Hair dryer"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Room-darkening shades"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20826091,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
